driver-pairs,distance
"(1, '63', '27')",43.815999961394155
"(1, '63', '10')",46.774849400384824
"(1, '63', '16')",inf
"(1, '63', '24')",inf
"(1, '63', '4')",45.717712954336136
"(1, '63', '22')",inf
"(1, '63', '77')",inf
"(1, '63', '2')",inf
"(1, '63', '14')",47.651711491827875
"(1, '63', '20')",inf
"(1, '63', '81')",44.08760039138174
"(1, '63', '44')",45.75691368200205
"(1, '63', '18')",inf
"(1, '63', '23')",inf
"(1, '63', '21')",46.38073119290581
"(1, '63', '55')",inf
"(1, '63', '1')",46.92135470459124
"(1, '63', '11')",47.298891339310316
"(1, '63', '31')",46.18511081701417
"(1, '27', '63')",47.7360137547639
"(1, '27', '10')",49.32028433132974
"(1, '27', '16')",inf
"(1, '27', '24')",inf
"(1, '27', '4')",48.043752889897796
"(1, '27', '22')",inf
"(1, '27', '77')",inf
"(1, '27', '2')",inf
"(1, '27', '14')",48.36641490546507
"(1, '27', '20')",inf
"(1, '27', '81')",45.06548276216626
"(1, '27', '44')",46.12506643528824
"(1, '27', '18')",inf
"(1, '27', '23')",inf
"(1, '27', '21')",48.18193757221642
"(1, '27', '55')",inf
"(1, '27', '1')",48.79811805406292
"(1, '27', '11')",48.994671271718445
"(1, '27', '31')",48.50301420315994
"(1, '10', '63')",48.840956849267045
"(1, '10', '27')",46.35104703817995
"(1, '10', '16')",inf
"(1, '10', '24')",inf
"(1, '10', '4')",49.5907203496525
"(1, '10', '22')",inf
"(1, '10', '77')",inf
"(1, '10', '2')",inf
"(1, '10', '14')",49.265684538294465
"(1, '10', '20')",inf
"(1, '10', '81')",47.527186024382196
"(1, '10', '44')",48.218710777597806
"(1, '10', '18')",inf
"(1, '10', '23')",inf
"(1, '10', '21')",49.21044712590744
"(1, '10', '55')",inf
"(1, '10', '1')",48.650879333754894
"(1, '10', '11')",48.92273993542754
"(1, '10', '31')",48.27501236525005
"(1, '16', '63')",44.86740439304595
"(1, '16', '27')",42.14363329395284
"(1, '16', '10')",47.56429053100003
"(1, '16', '24')",43.78112093371193
"(1, '16', '4')",46.48026013163595
"(1, '16', '22')",31.867208699013496
"(1, '16', '77')",44.538824891313034
"(1, '16', '2')",46.05087613025229
"(1, '16', '14')",48.01679648793656
"(1, '16', '20')",39.91933061350237
"(1, '16', '81')",42.79531544938362
"(1, '16', '44')",44.13088164755927
"(1, '16', '18')",50.31629535630696
"(1, '16', '23')",49.38565524571441
"(1, '16', '21')",47.700709477178975
"(1, '16', '55')",35.307257881746544
"(1, '16', '1')",45.91748297868948
"(1, '16', '11')",48.1071447067792
"(1, '16', '31')",46.52054150899741
"(1, '24', '63')",46.879356877443705
"(1, '24', '27')",46.32182597547965
"(1, '24', '10')",48.91370497286089
"(1, '24', '16')",43.89183056192939
"(1, '24', '4')",50.55015606188997
"(1, '24', '22')",30.465946726474638
"(1, '24', '77')",40.05490556905546
"(1, '24', '2')",45.17036554848473
"(1, '24', '14')",48.89186678276883
"(1, '24', '20')",37.983597524543676
"(1, '24', '81')",47.23597987791024
"(1, '24', '44')",47.900283456605735
"(1, '24', '18')",46.55192711889922
"(1, '24', '23')",47.64502746895173
"(1, '24', '21')",49.111137768214476
"(1, '24', '55')",34.65015110377875
"(1, '24', '1')",49.027631538523295
"(1, '24', '11')",49.69701522586598
"(1, '24', '31')",47.979975624096504
"(1, '4', '63')",48.06479359250501
"(1, '4', '27')",46.71166291471393
"(1, '4', '10')",51.13676707062426
"(1, '4', '16')",inf
"(1, '4', '24')",inf
"(1, '4', '22')",inf
"(1, '4', '77')",inf
"(1, '4', '2')",inf
"(1, '4', '14')",47.093887662097664
"(1, '4', '20')",inf
"(1, '4', '81')",45.90385702996764
"(1, '4', '44')",45.791286637910645
"(1, '4', '18')",inf
"(1, '4', '23')",inf
"(1, '4', '21')",45.470199905937704
"(1, '4', '55')",inf
"(1, '4', '1')",49.24184660859623
"(1, '4', '11')",49.11337129534942
"(1, '4', '31')",50.319287568014275
"(1, '22', '63')",45.73145110404207
"(1, '22', '27')",44.96317557018192
"(1, '22', '10')",48.072866154262925
"(1, '22', '16')",31.867208699013496
"(1, '22', '24')",30.465946726474638
"(1, '22', '4')",47.77908331846475
"(1, '22', '77')",46.42843381592169
"(1, '22', '2')",35.83040888323643
"(1, '22', '14')",47.704952303824236
"(1, '22', '20')",24.037738872774895
"(1, '22', '81')",45.63567084773556
"(1, '22', '44')",46.531531846214115
"(1, '22', '18')",47.185033773487426
"(1, '22', '23')",48.55228298272313
"(1, '22', '21')",45.97005497646113
"(1, '22', '55')",17.886085847099224
"(1, '22', '1')",47.620477158045254
"(1, '22', '11')",47.52495328535047
"(1, '22', '31')",46.12116307130696
"(1, '77', '63')",49.528450837428885
"(1, '77', '27')",47.76151797877927
"(1, '77', '10')",52.0336513280481
"(1, '77', '16')",44.89649122882653
"(1, '77', '24')",45.37385949227048
"(1, '77', '4')",48.051228713437766
"(1, '77', '22')",46.42843381592169
"(1, '77', '2')",47.74678660801004
"(1, '77', '14')",49.166297823444665
"(1, '77', '20')",34.29818273532626
"(1, '77', '81')",48.315262318613826
"(1, '77', '44')",48.05977614899428
"(1, '77', '18')",45.023166592945536
"(1, '77', '23')",44.897581364900745
"(1, '77', '21')",48.87052210657607
"(1, '77', '55')",31.203919333609544
"(1, '77', '1')",52.102126328801624
"(1, '77', '11')",50.720809911649006
"(1, '77', '31')",51.80145639395007
"(1, '2', '63')",46.08751730622361
"(1, '2', '27')",45.2020932758323
"(1, '2', '10')",47.28926798586844
"(1, '2', '16')",43.52336404552405
"(1, '2', '24')",45.137787932914335
"(1, '2', '4')",47.92397869802719
"(1, '2', '22')",35.83040888323643
"(1, '2', '77')",41.585883595267575
"(1, '2', '14')",48.15808106105633
"(1, '2', '20')",39.2054204985745
