driver-pairs,distance
"(1, '63', '27')",42.128226091662036
"(1, '63', '10')",38.268849943195235
"(1, '63', '16')",38.31308436720287
"(1, '63', '24')",50.02476101257244
"(1, '63', '4')",41.509780703395
"(1, '63', '22')",38.81440351585836
"(1, '63', '77')",38.97211678618349
"(1, '63', '2')",42.86083089410587
"(1, '63', '14')",37.93547431392527
"(1, '63', '20')",42.44864537307062
"(1, '63', '81')",39.99248733519397
"(1, '63', '44')",34.45133129933346
"(1, '63', '18')",41.93415916679694
"(1, '63', '23')",45.82050842775957
"(1, '63', '21')",38.04043266308532
"(1, '63', '55')",53.45089885582066
"(1, '63', '1')",37.4506473532553
"(1, '63', '11')",41.46669049766475
"(1, '63', '31')",41.78604404503821
"(1, '27', '63')",46.343638902947575
"(1, '27', '10')",36.03782117549002
"(1, '27', '16')",38.939050061933024
"(1, '27', '24')",51.670663578827956
"(1, '27', '4')",39.13425939324541
"(1, '27', '22')",38.82379414541046
"(1, '27', '77')",41.62279342341912
"(1, '27', '2')",40.54159441749421
"(1, '27', '14')",43.126420628209054
"(1, '27', '20')",40.281906077662
"(1, '27', '81')",40.11202801527881
"(1, '27', '44')",40.00032858553393
"(1, '27', '18')",39.92883139025967
"(1, '27', '23')",44.07864786535413
"(1, '27', '21')",45.02984379872323
"(1, '27', '55')",56.99661485566947
"(1, '27', '1')",42.067543900292435
"(1, '27', '11')",42.52001702651091
"(1, '27', '31')",44.351927110345315
"(1, '10', '63')",40.150880797547394
"(1, '10', '27')",42.08308190017766
"(1, '10', '16')",35.386722688002976
"(1, '10', '24')",47.836771726680546
"(1, '10', '4')",38.18513948041891
"(1, '10', '22')",39.42503560596293
"(1, '10', '77')",39.20619661442746
"(1, '10', '2')",39.25035258809328
"(1, '10', '14')",42.035359319082474
"(1, '10', '20')",41.318440631462266
"(1, '10', '81')",39.77432181575015
"(1, '10', '44')",38.664581518863365
"(1, '10', '18')",39.51356137713978
"(1, '10', '23')",44.27901758296238
"(1, '10', '21')",39.15964995023237
"(1, '10', '55')",56.03718226454253
"(1, '10', '1')",40.53144559729882
"(1, '10', '11')",41.424946088781816
"(1, '10', '31')",43.79715321799012
"(1, '16', '63')",44.813965649302006
"(1, '16', '27')",40.23522645040237
"(1, '16', '10')",34.52057066914533
"(1, '16', '24')",49.0077207853589
"(1, '16', '4')",37.367106098176954
"(1, '16', '22')",37.506737135256174
"(1, '16', '77')",41.77258706718679
"(1, '16', '2')",38.864350429455534
"(1, '16', '14')",41.11756986547752
"(1, '16', '20')",41.682999003110496
"(1, '16', '81')",38.55752232615019
"(1, '16', '44')",37.726355210403305
"(1, '16', '18')",38.00057128619716
"(1, '16', '23')",42.486953411506214
"(1, '16', '21')",44.46932199054788
"(1, '16', '55')",54.25297180930434
"(1, '16', '1')",40.25783669873148
"(1, '16', '11')",39.2014852384447
"(1, '16', '31')",42.23088718327303
"(1, '24', '63')",41.99388822704588
"(1, '24', '27')",41.93471147771183
"(1, '24', '10')",30.506406991029124
"(1, '24', '16')",28.13316303558765
"(1, '24', '4')",31.00308936041411
"(1, '24', '22')",36.82905687136574
"(1, '24', '77')",34.12133678716423
"(1, '24', '2')",35.51051554027158
"(1, '24', '14')",44.17785506300641
"(1, '24', '20')",34.8840608660987
"(1, '24', '81')",37.41110413913959
"(1, '24', '44')",28.056271687376217
"(1, '24', '18')",33.250425941680916
"(1, '24', '23')",47.22066901077128
"(1, '24', '21')",47.291303757366656
"(1, '24', '55')",56.89328957457062
"(1, '24', '1')",35.026137110555695
"(1, '24', '11')",40.40224115746893
"(1, '24', '31')",42.40805715519107
"(1, '4', '63')",43.242893573331656
"(1, '4', '27')",42.6367674983789
"(1, '4', '10')",35.88541039863436
"(1, '4', '16')",38.710775320161076
"(1, '4', '24')",50.00469799349303
"(1, '4', '22')",38.6182827555056
"(1, '4', '77')",40.245541692473914
"(1, '4', '2')",39.933134467253474
"(1, '4', '14')",43.55361034883784
"(1, '4', '20')",43.55280371094265
"(1, '4', '81')",40.28466758733239
"(1, '4', '44')",40.63945724715511
"(1, '4', '18')",39.61778954125794
"(1, '4', '23')",41.70821298797596
"(1, '4', '21')",45.27514952126134
"(1, '4', '55')",55.451184332067214
"(1, '4', '1')",41.22944771135246
"(1, '4', '11')",40.7732576665377
"(1, '4', '31')",44.62851957555203
"(1, '22', '63')",42.11328153492775
"(1, '22', '27')",39.02030983795118
"(1, '22', '10')",32.88858571937711
"(1, '22', '16')",36.404044535577235
"(1, '22', '24')",47.55544009993993
"(1, '22', '4')",38.12619010222067
"(1, '22', '77')",34.91928069257502
"(1, '22', '2')",36.94032356024055
"(1, '22', '14')",39.86233706780676
"(1, '22', '20')",40.61360098275765
"(1, '22', '81')",36.20024538060763
"(1, '22', '44')",37.35540655465039
"(1, '22', '18')",37.68324485262801
"(1, '22', '23')",43.743269506835084
"(1, '22', '21')",42.93715274182395
"(1, '22', '55')",53.29296058650506
"(1, '22', '1')",39.921416734680975
"(1, '22', '11')",38.40711578684794
"(1, '22', '31')",42.185478201743116
"(1, '77', '63')",37.212418593664815
"(1, '77', '27')",40.19705520353369
"(1, '77', '10')",33.72207106348189
"(1, '77', '16')",34.48325224257402
"(1, '77', '24')",49.766491953252206
"(1, '77', '4')",38.215967456850564
"(1, '77', '22')",34.58146526986074
"(1, '77', '2')",38.59614826603964
"(1, '77', '14')",38.51093459728042
"(1, '77', '20')",38.972632206254055
"(1, '77', '81')",36.84237886115687
"(1, '77', '44')",32.87713511811121
"(1, '77', '18')",37.92682398160154
"(1, '77', '23')",45.117145232127406
"(1, '77', '21')",38.106535926638735
"(1, '77', '55')",51.82205625009185
"(1, '77', '1')",36.666277563148874
"(1, '77', '11')",39.30941250313361
"(1, '77', '31')",43.000435420725324
"(1, '2', '63')",41.44013829564294
"(1, '2', '27')",40.42357681699991
"(1, '2', '10')",32.8312015515771
"(1, '2', '16')",35.23004535694953
"(1, '2', '24')",51.51359422976217
"(1, '2', '4')",38.12259486777207
"(1, '2', '22')",34.91584442370842
"(1, '2', '77')",37.86548156445741
"(1, '2', '14')",42.60948232892153
"(1, '2', '20')",40.68988470955606
"(1, '2', '81')",37.414519332338045
"(1, '2', '44')",36.257876254887606
"(1, '2', '18')",37.6005029607213
"(1, '2', '23')",44.74404108404136
"(1, '2', '21')",43.907140075550814
"(1, '2', '55')",54.129569664266675
"(1, '2', '1')",38.827976448892684
"(1, '2', '11')",39.530105118917206
"(1, '2', '31')",44.04422941016466
"(1, '14', '63')",38.6506805399429
"(1, '14', '27')",40.84938132264472
"(1, '14', '10')",37.28336705684411
"(1, '14', '16')",36.567419531244504
"(1, '14', '24')",49.54223581425365
"(1, '14', '4')",39.73794680451414
"(1, '14', '22')",37.95415228975066
"(1, '14', '77')",40.28931309056881
"(1, '14', '2')",41.84848487974437
"(1, '14', '20')",40.029919273243515
"(1, '14', '81')",40.78123226265677
"(1, '14', '44')",32.111400701345275
"(1, '14', '18')",40.18008897870074
"(1, '14', '23')",47.878005381661985
"(1, '14', '21')",39.91864209703977
"(1, '14', '55')",55.34576864825591
"(1, '14', '1')",35.506905918103946
"(1, '14', '11')",39.85983801015581
"(1, '14', '31')",39.329036283267456
"(1, '20', '63')",43.72350328326921
"(1, '20', '27')",41.34196131020991
"(1, '20', '10')",30.673961033247608
"(1, '20', '16')",35.17857185778426
"(1, '20', '24')",52.56302374109886
"(1, '20', '4')",37.07685992757567
"(1, '20', '22')",34.98178118721743
"(1, '20', '77')",41.586204434497176
"(1, '20', '2')",34.992432506177735
"(1, '20', '14')",43.17085783382193
"(1, '20', '81')",37.820289770901795
"(1, '20', '44')",38.61303171402838
"(1, '20', '18')",34.83123403860296
"(1, '20', '23')",42.9832806371829
"(1, '20', '21')",45.14366669732652
"(1, '20', '55')",53.9633118127749
"(1, '20', '1')",41.57776408905968
"(1, '20', '11')",41.83850290717588
"(1, '20', '31')",43.42773876557345
"(1, '81', '63')",40.89593977965295
"(1, '81', '27')",41.584028648909324
"(1, '81', '10')",36.343666458914235
"(1, '81', '16')",39.10886207557506
"(1, '81', '24')",49.156715354384936
"(1, '81', '4')",37.52289683933639
"(1, '81', '22')",38.06940639680501
"(1, '81', '77')",38.434204811571604
"(1, '81', '2')",40.47416104162278
"(1, '81', '14')",43.33654376688832
"(1, '81', '20')",42.29928040512568
"(1, '81', '44')",40.053079748558034
"(1, '81', '18')",39.771436451747014
"(1, '81', '23')",42.03866953617509
"(1, '81', '21')",43.688864243546156
"(1, '81', '55')",54.49342183495471
"(1, '81', '1')",39.96550179401167
"(1, '81', '11')",40.83008572960775
"(1, '81', '31')",44.225438663544544
"(1, '44', '63')",40.56029645432739
"(1, '44', '27')",40.03838873024566
"(1, '44', '10')",34.78266333510395
"(1, '44', '16')",33.6320278348818
"(1, '44', '24')",52.80056945320018
"(1, '44', '4')",36.8467431449235
"(1, '44', '22')",37.72770371466196
"(1, '44', '77')",38.12002261781519
"(1, '44', '2')",39.4545281071974
"(1, '44', '14')",42.88902752058845
"(1, '44', '20')",45.0257751547431
"(1, '44', '81')",38.45854395409366
"(1, '44', '18')",38.00182275136349
"(1, '44', '23')",40.44102605418844
"(1, '44', '21')",45.188533042099486
"(1, '44', '55')",55.7364935947384
"(1, '44', '1')",36.03325420863936
"(1, '44', '11')",38.832938056010946
"(1, '44', '31')",41.581598642038855
"(1, '18', '63')",40.977020537323575
"(1, '18', '27')",42.704448466332146
"(1, '18', '10')",35.32734715823542
"(1, '18', '16')",35.30589684233456
"(1, '18', '24')",43.481907242821876
"(1, '18', '4')",38.86957636835255
"(1, '18', '22')",37.42136620852566
"(1, '18', '77')",37.88603342581205
"(1, '18', '2')",39.28035256266552
"(1, '18', '14')",38.310230890133
"(1, '18', '20')",40.90317173986522
"(1, '18', '81')",40.28403402464117
"(1, '18', '44')",33.59465306348833
"(1, '18', '23')",39.19738979702127
"(1, '18', '21')",39.76322854084476
"(1, '18', '55')",49.98360998334094
"(1, '18', '1')",37.03590110408677
"(1, '18', '11')",38.87009243722349
"(1, '18', '31')",43.79603547834873
"(1, '23', '63')",43.592648786694284
"(1, '23', '27')",38.529869561365665
"(1, '23', '10')",29.809459125694527
"(1, '23', '16')",28.45791018441247
"(1, '23', '24')",54.07644879844676
"(1, '23', '4')",31.940118667548454
"(1, '23', '22')",36.56725585582021
"(1, '23', '77')",33.96921714006499
"(1, '23', '2')",32.56414797268219
"(1, '23', '14')",44.77993863726912
"(1, '23', '20')",36.99961351920119
"(1, '23', '81')",37.49051063629773
"(1, '23', '44')",41.30179157877117
"(1, '23', '18')",33.739392536534574
"(1, '23', '21')",48.219122348567005
"(1, '23', '55')",54.120592613238735
"(1, '23', '1')",31.940546858553063
"(1, '23', '11')",37.174606989466675
"(1, '23', '31')",43.309097967364444
"(1, '21', '63')",42.70155436754234
"(1, '21', '27')",41.96324772488127
"(1, '21', '10')",36.64773970156854
"(1, '21', '16')",35.07860915081992
"(1, '21', '24')",54.02711627913514
