driver-pairs,distance
"(1, '63', '27')",49.34246401574101
"(1, '63', '10')",47.80574308364637
"(1, '63', '16')",49.84352806112459
"(1, '63', '24')",49.94687733118404
"(1, '63', '4')",51.14857271442199
"(1, '63', '22')",47.700427723846516
"(1, '63', '77')",46.66082205898157
"(1, '63', '2')",46.26808802888488
"(1, '63', '14')",50.60869651458996
"(1, '63', '20')",50.69117992198624
"(1, '63', '81')",46.31631012004417
"(1, '63', '44')",50.55120447265672
"(1, '63', '18')",48.47268486632179
"(1, '63', '23')",46.379192692299696
"(1, '63', '21')",51.06123235964693
"(1, '63', '55')",47.54697269202647
"(1, '63', '1')",49.862123223910515
"(1, '63', '11')",50.80786880340963
"(1, '63', '31')",47.798889199888094
"(1, '27', '63')",49.41900392787813
"(1, '27', '10')",47.32196566886587
"(1, '27', '16')",49.90483745785681
"(1, '27', '24')",50.71657686612697
"(1, '27', '4')",51.34470516582179
"(1, '27', '22')",48.38412123758834
"(1, '27', '77')",46.05520790857382
"(1, '27', '2')",46.08533889434929
"(1, '27', '14')",49.12483138886184
"(1, '27', '20')",49.134594032436674
"(1, '27', '81')",45.98357369996324
"(1, '27', '44')",50.94099056064532
"(1, '27', '18')",50.3736399700627
"(1, '27', '23')",47.021455592362265
"(1, '27', '21')",51.20744756551265
"(1, '27', '55')",47.72036992253823
"(1, '27', '1')",50.78663886700179
"(1, '27', '11')",50.605268178520475
"(1, '27', '31')",48.339569721043254
"(1, '10', '63')",48.73838805079
"(1, '10', '27')",48.97711114470921
"(1, '10', '16')",50.11371741912055
"(1, '10', '24')",50.90873238744588
"(1, '10', '4')",50.742640197169095
"(1, '10', '22')",48.12795947350936
"(1, '10', '77')",46.74697942969702
"(1, '10', '2')",43.35319696796631
"(1, '10', '14')",49.30318098545633
"(1, '10', '20')",47.91704324545343
"(1, '10', '81')",44.28838576460037
"(1, '10', '44')",49.95384011945384
"(1, '10', '18')",47.9002224066904
"(1, '10', '23')",45.88378912165991
"(1, '10', '21')",49.16136053964357
"(1, '10', '55')",47.27114839508388
"(1, '10', '1')",49.91670394981166
"(1, '10', '11')",51.632402940457936
"(1, '10', '31')",46.40767414858739
"(1, '16', '63')",48.35383376740192
"(1, '16', '27')",49.57915431970236
"(1, '16', '10')",47.50689942819108
"(1, '16', '24')",51.63996710994428
"(1, '16', '4')",47.44560989030575
"(1, '16', '22')",47.04370670795023
"(1, '16', '77')",44.8866782972012
"(1, '16', '2')",48.59354420501026
"(1, '16', '14')",51.10889827374126
"(1, '16', '20')",52.31993188270268
"(1, '16', '81')",46.43938473503419
"(1, '16', '44')",51.55960456899069
"(1, '16', '18')",51.24141522507071
"(1, '16', '23')",45.85330334963864
"(1, '16', '21')",47.541785839480525
"(1, '16', '55')",48.319137210425005
"(1, '16', '1')",45.91986540632009
"(1, '16', '11')",52.31346383123156
"(1, '16', '31')",48.099942988636705
"(1, '24', '63')",50.982256180393136
"(1, '24', '27')",52.36942199655198
"(1, '24', '10')",50.08359945934745
"(1, '24', '16')",49.47461944452849
"(1, '24', '4')",53.372320761921294
"(1, '24', '22')",48.562735391346415
"(1, '24', '77')",45.31840375006076
"(1, '24', '2')",50.64527766462142
"(1, '24', '14')",52.367221067621905
"(1, '24', '20')",52.92093563071201
"(1, '24', '81')",49.2591278003968
"(1, '24', '44')",52.91624985991783
"(1, '24', '18')",52.552343322522454
"(1, '24', '23')",46.81973017137591
"(1, '24', '21')",53.58856061776741
"(1, '24', '55')",48.425184720858844
"(1, '24', '1')",50.663668570613304
"(1, '24', '11')",53.61365726108237
"(1, '24', '31')",48.18211373931662
"(1, '4', '63')",49.45298146419832
"(1, '4', '27')",49.33269366702048
"(1, '4', '10')",46.817722015840616
"(1, '4', '16')",46.32007425472876
"(1, '4', '24')",51.863082761163966
"(1, '4', '22')",48.3286819203909
"(1, '4', '77')",49.109238226898775
"(1, '4', '2')",43.55218039795248
"(1, '4', '14')",50.47107875896921
"(1, '4', '20')",49.75609292407081
"(1, '4', '81')",43.8742525512946
"(1, '4', '44')",50.65755403106243
"(1, '4', '18')",48.61328522527401
"(1, '4', '23')",45.363734160436735
"(1, '4', '21')",50.374271006215956
"(1, '4', '55')",50.223090643252284
"(1, '4', '1')",43.68415559127299
"(1, '4', '11')",51.34758584580543
"(1, '4', '31')",49.93003678428093
"(1, '22', '63')",48.00436511189898
"(1, '22', '27')",50.05469998564098
"(1, '22', '10')",49.52244708909931
"(1, '22', '16')",49.53367975436879
"(1, '22', '24')",49.129880060485405
"(1, '22', '4')",51.82490534632241
"(1, '22', '77')",45.01883320362569
"(1, '22', '2')",47.387669053000984
"(1, '22', '14')",50.62608292314527
"(1, '22', '20')",51.7771125818685
"(1, '22', '81')",47.071694792004
"(1, '22', '44')",50.8389253157599
"(1, '22', '18')",49.47636022224287
"(1, '22', '23')",46.98574197407529
"(1, '22', '21')",51.418575195249495
"(1, '22', '55')",47.2456443628365
"(1, '22', '1')",49.615840741931834
"(1, '22', '11')",50.46061919459604
"(1, '22', '31')",45.555336121811244
"(1, '77', '63')",48.86590677685831
"(1, '77', '27')",49.38134253024077
"(1, '77', '10')",50.084485754314834
"(1, '77', '16')",50.034973671337035
"(1, '77', '24')",49.94695651740637
"(1, '77', '4')",52.81958593701645
"(1, '77', '22')",47.65820145743409
"(1, '77', '2')",50.83139949059932
"(1, '77', '14')",51.303804522573685
"(1, '77', '20')",51.55810118348028
"(1, '77', '81')",47.119354889084356
"(1, '77', '44')",50.664540035613726
"(1, '77', '18')",48.96967920645707
"(1, '77', '23')",45.298517718340214
"(1, '77', '21')",57.64394497190914
