driver-pairs,distance
"(1, '27', '31')",50.75247810177317
"(1, '27', '14')",51.70881922584963
"(1, '27', '11')",48.02644764538669
"(1, '27', '22')",inf
"(1, '27', '1')",53.89570856784154
"(1, '27', '40')",57.092589248881914
"(1, '27', '55')",57.24958385317584
"(1, '27', '44')",51.342807748039135
"(1, '27', '23')",54.86649769155667
"(1, '27', '16')",56.76281891888321
"(1, '27', '10')",53.08879590073995
"(1, '27', '24')",53.25163484555025
"(1, '27', '77')",53.430369747316774
"(1, '27', '63')",53.469054866750575
"(1, '27', '4')",53.6172209839015
"(1, '40', '18')",56.041709741778284
"(1, '40', '2')",51.923869962678936
"(1, '40', '81')",48.134638505291605
"(1, '40', '20')",48.784216611521074
"(1, '40', '31')",49.83454409298544
"(1, '40', '14')",49.53679436102211
"(1, '40', '11')",48.439448306449776
"(1, '40', '22')",inf
"(1, '40', '1')",50.5917859836442
"(1, '40', '27')",57.22769933259719
"(1, '40', '55')",57.60984910813924
"(1, '40', '44')",51.36904987316921
"(1, '40', '23')",54.84228253404405
"(1, '40', '16')",51.63806966351985
"(1, '40', '10')",53.86302616339896
"(1, '40', '24')",54.18467491057723
"(1, '40', '77')",51.79026822881398
"(1, '40', '63')",53.025204979119984
"(1, '40', '4')",54.407048190553276
"(1, '55', '18')",64.09163867316057
"(1, '55', '2')",60.164089445546864
"(1, '55', '81')",59.36625118746618
"(1, '55', '20')",57.74164731920606
"(1, '55', '31')",59.09262844189949
"(1, '55', '14')",55.797904308728114
"(1, '55', '11')",54.96604234718083
"(1, '55', '22')",inf
"(1, '55', '1')",62.33798717091426
"(1, '55', '27')",63.806346547900944
"(1, '55', '40')",63.07865090556527
"(1, '55', '44')",61.0179271740239
"(1, '55', '23')",60.145241595404386
"(1, '55', '16')",61.13938861645204
"(1, '55', '10')",59.07926094972098
"(1, '55', '24')",62.55294549483084
"(1, '55', '77')",58.404848091854745
"(1, '55', '63')",56.82652538591334
"(1, '55', '4')",62.86852532129537
"(1, '44', '18')",55.17400751546442
"(1, '44', '2')",51.19113303975861
"(1, '44', '81')",49.92870879951804
"(1, '44', '20')",47.688512226721
"(1, '44', '31')",49.34352750605796
"(1, '44', '14')",49.44691353851244
"(1, '44', '11')",47.17514140159151
"(1, '44', '22')",inf
"(1, '44', '1')",51.12816709359935
"(1, '44', '27')",56.52447921586034
"(1, '44', '40')",55.12741900215003
"(1, '44', '55')",52.87211871052794
"(1, '44', '23')",54.62149301360645
"(1, '44', '16')",49.29714828787946
"(1, '44', '10')",53.28445244721818
"(1, '44', '24')",52.759652363650254
"(1, '44', '77')",52.608144146507726
"(1, '44', '63')",52.79934009646027
"(1, '44', '4')",53.618531853657544
"(1, '23', '18')",57.15167141789161
"(1, '23', '2')",52.4169283905669
"(1, '23', '81')",51.556218560969796
"(1, '23', '20')",50.19797519908285
"(1, '23', '31')",51.05855911202501
"(1, '23', '14')",51.29987469540374
"(1, '23', '11')",48.49754914732592
"(1, '23', '22')",inf
"(1, '23', '1')",53.03502602312921
"(1, '23', '27')",56.03410381130389
"(1, '23', '40')",57.63191692284163
"(1, '23', '55')",54.35042076206847
"(1, '23', '44')",51.062734171275004
"(1, '23', '16')",52.53752597593534
"(1, '23', '10')",55.62338909916113
"(1, '23', '24')",54.36004433539535
"(1, '23', '77')",53.47842767744827
"(1, '23', '63')",53.741960661563766
"(1, '23', '4')",54.32518770071194
"(1, '16', '18')",56.16203662555023
"(1, '16', '2')",51.784834279124475
"(1, '16', '81')",49.10686524346572
"(1, '16', '20')",48.743090452397
"(1, '16', '31')",49.48622142365131
"(1, '16', '14')",49.89602412242968
"(1, '16', '11')",48.74525037365314
"(1, '16', '22')",inf
"(1, '16', '1')",50.88377959931274
"(1, '16', '27')",56.382960027354024
"(1, '16', '40')",54.85060278920778
"(1, '16', '55')",57.62627061499651
"(1, '16', '44')",50.74279481795777
"(1, '16', '23')",54.69724384471107
"(1, '16', '10')",53.580287589828124
"(1, '16', '24')",53.492265901162845
"(1, '16', '77')",51.528647904550546
"(1, '16', '63')",51.80857716639374
"(1, '16', '4')",54.13497446841889
"(1, '10', '18')",54.37492033243246
"(1, '10', '2')",49.20341400796853
"(1, '10', '81')",47.720393573494086
"(1, '10', '20')",45.02140518829546
"(1, '10', '31')",46.44494501820766
"(1, '10', '14')",48.294007791653584
"(1, '10', '11')",45.31254587524156
"(1, '10', '22')",inf
"(1, '10', '1')",47.66466348564266
"(1, '10', '27')",55.67549845660687
"(1, '10', '40')",53.84671126353777
"(1, '10', '55')",60.42680773935033
"(1, '10', '44')",49.15501371288181
"(1, '10', '23')",53.80978922290899
"(1, '10', '16')",48.28552028162919
"(1, '10', '24')",51.05319430000501
"(1, '10', '77')",50.731715544799314
"(1, '10', '63')",52.11556107632137
"(1, '10', '4')",51.86072193008271
"(1, '24', '18')",56.635238984301154
"(1, '24', '2')",51.13588967498452
"(1, '24', '81')",48.86514146896501
"(1, '24', '20')",47.57970448133881
"(1, '24', '31')",47.419434859951686
"(1, '24', '14')",49.87306916921831
"(1, '24', '11')",47.80975018979028
"(1, '24', '22')",inf
"(1, '24', '1')",50.04638789257421
"(1, '24', '27')",56.63469990739654
"(1, '24', '40')",55.72478011584479
"(1, '24', '55')",57.235885671013726
"(1, '24', '44')",49.9290596925349
"(1, '24', '23')",54.976246783183335
