driver-pairs,distance
"(1, '63', '27')",47.730826478015565
"(1, '63', '10')",43.19807815222494
"(1, '63', '16')",40.25026353774526
"(1, '63', '24')",45.18631166708777
"(1, '63', '4')",46.83182428931621
"(1, '63', '22')",44.185064904857235
"(1, '63', '77')",41.35764645389763
"(1, '63', '2')",44.1290051845345
"(1, '63', '14')",47.658396348182315
"(1, '63', '20')",51.88951209405434
"(1, '63', '81')",41.914475239259495
"(1, '63', '44')",43.42868978029511
"(1, '63', '18')",44.89328644086474
"(1, '63', '23')",48.30904533482316
"(1, '63', '21')",55.60765715366087
"(1, '63', '55')",44.67660694993378
"(1, '63', '1')",47.106900308076476
"(1, '63', '11')",42.37389773184766
"(1, '63', '31')",48.240375273243345
"(1, '27', '63')",40.72453465206243
"(1, '27', '10')",42.03881608116995
"(1, '27', '16')",38.87725831120923
"(1, '27', '24')",45.42757704825539
"(1, '27', '4')",47.58300028730561
"(1, '27', '22')",42.57400676539551
"(1, '27', '77')",40.26630251969625
"(1, '27', '2')",42.77318794170399
"(1, '27', '14')",46.81259701491219
"(1, '27', '20')",51.99932353100609
"(1, '27', '81')",44.35750195152177
"(1, '27', '44')",41.0762931233894
"(1, '27', '18')",42.98804972034853
"(1, '27', '23')",49.07816561012876
"(1, '27', '21')",55.77204570361777
"(1, '27', '55')",43.15573501917486
"(1, '27', '1')",47.44333780767653
"(1, '27', '11')",41.41421050617227
"(1, '27', '31')",47.93302146958048
"(1, '10', '63')",39.7486165843268
"(1, '10', '27')",49.8442015921908
"(1, '10', '16')",40.162894970720934
"(1, '10', '24')",45.2033993833239
"(1, '10', '4')",46.80463755781298
"(1, '10', '22')",44.215202084191645
"(1, '10', '77')",40.46316829484175
"(1, '10', '2')",44.51804634604573
"(1, '10', '14')",47.47702369500877
"(1, '10', '20')",51.94477956001813
"(1, '10', '81')",43.03759627873226
"(1, '10', '44')",42.82039165057072
"(1, '10', '18')",44.906307758497945
"(1, '10', '23')",47.60965526209267
"(1, '10', '21')",54.19676222228885
"(1, '10', '55')",44.45304698402505
"(1, '10', '1')",46.92914741900434
"(1, '10', '11')",43.131535056151684
"(1, '10', '31')",48.288788129283006
"(1, '16', '63')",39.35797901846494
"(1, '16', '27')",49.80033692134426
"(1, '16', '10')",41.96391235935058
"(1, '16', '24')",45.25819506815191
"(1, '16', '4')",46.879935109755685
"(1, '16', '22')",43.71955821956901
"(1, '16', '77')",40.0406367303517
"(1, '16', '2')",44.979471453147795
"(1, '16', '14')",48.28893866748832
"(1, '16', '20')",52.03278390141396
"(1, '16', '81')",42.58572061373219
"(1, '16', '44')",42.4033667182775
"(1, '16', '18')",43.76061392897379
"(1, '16', '23')",49.7894099546252
"(1, '16', '21')",53.26606854754881
"(1, '16', '55')",44.29785028339929
"(1, '16', '1')",46.772704752323065
"(1, '16', '11')",41.597860166102265
"(1, '16', '31')",48.007368012399475
"(1, '24', '63')",42.57403050165202
"(1, '24', '27')",48.045466273717
"(1, '24', '10')",44.069506910913894
"(1, '24', '16')",41.002942369751025
"(1, '24', '4')",47.58572652136476
